ticket_id,date,time,requester_id,lab_location,issue_description,category,status,resolution_hrs,assigned_tech,resolution_notes
TKT-S24-0363,02/26/2024,09:25,S0***248,Kent Library 101,License activation error,Software,Closed,1.0,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0364,02/09/2024,14:45,S0***550,Show Me Center Lab,Furniture issue,Other,Closed,1.6,R. Chen,Cable swap resolved signal issue.
TKT-S24-0365,01/22/2024,12:15,S0***953,Carnahan Hall 214,License activation error,Software,Closed,3.7,R. Chen,"Reimaged workstation, software reinstalled."
TKT-S24-0366,03/28/2024,13:53,S0***570,Kent Library 102,Account locked out,Account/Access,Closed,1.2,M. Patel,"Reset credentials, user verified access."
TKT-S24-0367,04/01/2024,15:45,S0***177,Carnahan Hall 214,General IT inquiry,Other,Closed,2.7,T. Amisha,Cable swap resolved signal issue.
TKT-S24-0368,03/05/2024,14:23,S0***220,Academic Hall 110,Keyboard unresponsive,Hardware,Closed,2.4,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0369,04/03/2024,16:01,S0***808,Carnahan Hall 214,Application crashing,Software,Closed,4.5,S. Davis,"Updated network config, connectivity restored."
TKT-S24-0370,02/12/2024,10:16,S0***721,Carnahan Hall 214,WiFi authentication failed,Network,In Progress,2.4,R. Chen,Escalated to senior tech for further diagnosis.
TKT-S24-0371,04/01/2024,12:35,S0***403,Kent Library 101,USB device not recognized,Hardware,Closed,4.4,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0372,02/06/2024,15:24,S0***963,Kent Library 102,No internet connection,Network,Closed,3.1,M. Patel,"Reinstalled driver, confirmed working."
TKT-S24-0373,02/12/2024,14:54,S0***182,Kent Library 102,SSO failure,Account/Access,In Progress,3.6,A. Johnson,Awaiting replacement part from IT supply room.
TKT-S24-0374,02/27/2024,11:25,S0***502,Kent Library 101,Lab equipment request,Other,Closed,2.0,S. Davis,"Reset credentials, user verified access."
TKT-S24-0375,02/29/2024,13:37,S0***035,Kent Library 102,Keyboard unresponsive,Hardware,Closed,5.6,S. Davis,"Reset credentials, user verified access."
TKT-S24-0376,02/15/2024,14:14,S0***559,Carnahan Hall 214,VPN not connecting,Network,Closed,5.1,T. Amisha,"Password reset via AD, user confirmed login."
TKT-S24-0377,01/22/2024,08:29,S0***519,Kent Library 101,Mouse not working,Hardware,Closed,3.8,M. Patel,"Replaced toner cartridge, tested print job."
TKT-S24-0378,02/05/2024,08:15,S0***023,Academic Hall 110,IP conflict detected,Network,Closed,4.3,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0379,01/22/2024,15:50,S0***460,Academic Hall 110,Slow network speed,Network,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-S24-0380,01/15/2024,09:06,S0***494,Carnahan Hall 214,Software install failed,Software,Closed,2.4,A. Johnson,"Password reset via AD, user confirmed login."
TKT-S24-0381,02/26/2024,08:38,S0***517,Show Me Center Lab,Room booking question,Other,Closed,5.2,A. Johnson,"Password reset via AD, user confirmed login."
TKT-S24-0382,03/08/2024,08:39,S0***880,Kent Library 102,Software install failed,Software,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0383,01/29/2024,08:23,S0***098,Carnahan Hall 214,USB device not recognized,Hardware,In Progress,2.3,M. Patel,"User unavailable, follow-up scheduled."
TKT-S24-0384,02/02/2024,16:26,S0***419,Kent Library 101,Printer not connecting,Hardware,Closed,5.0,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-S24-0385,03/25/2024,16:49,S0***952,Academic Hall 110,Lab equipment request,Other,In Progress,1.1,T. Amisha,"User unavailable, follow-up scheduled."
TKT-S24-0386,03/27/2024,13:17,S0***476,Kent Library 102,IP conflict detected,Network,Closed,1.2,S. Davis,"Replaced toner cartridge, tested print job."
TKT-S24-0387,02/19/2024,09:04,S0***435,Show Me Center Lab,MFA not working,Account/Access,Closed,4.6,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0388,01/22/2024,16:02,S0***940,Kent Library 101,Lab equipment request,Other,Closed,2.5,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0389,01/23/2024,10:28,S0***377,Kent Library 102,Room booking question,Other,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-S24-0390,03/25/2024,08:48,S0***410,Carnahan Hall 214,VPN not connecting,Network,Closed,5.6,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0391,02/19/2024,11:11,S0***434,Academic Hall 110,License activation error,Software,Closed,4.0,M. Patel,"Cleared browser cache, issue resolved."
TKT-S24-0392,02/20/2024,13:44,S0***894,Kent Library 102,No internet connection,Network,Closed,4.3,R. Chen,"Replaced toner cartridge, tested print job."
TKT-S24-0393,02/16/2024,15:18,S0***899,Carnahan Hall 214,OS update loop,Software,Closed,3.6,A. Johnson,"Password reset via AD, user confirmed login."
TKT-S24-0394,02/28/2024,11:10,S0***228,Academic Hall 110,Mouse not working,Hardware,Closed,4.4,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-S24-0395,02/19/2024,08:28,S0***326,Carnahan Hall 214,USB device not recognized,Hardware,Closed,1.9,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0396,03/04/2024,11:18,S0***303,Kent Library 102,Printer not connecting,Hardware,Closed,3.8,S. Davis,"Reimaged workstation, software reinstalled."
TKT-S24-0397,02/13/2024,13:30,S0***939,Academic Hall 110,Lab equipment request,Other,In Progress,2.4,T. Amisha,"User unavailable, follow-up scheduled."
TKT-S24-0398,04/12/2024,15:05,S0***676,Show Me Center Lab,IP conflict detected,Network,Closed,2.0,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0399,03/29/2024,09:23,S0***626,Carnahan Hall 214,No internet connection,Network,Closed,3.7,S. Davis,"Password reset via AD, user confirmed login."
TKT-S24-0400,02/29/2024,14:46,S0***566,Kent Library 102,Canvas login loop,Account/Access,Closed,1.4,M. Patel,Cable swap resolved signal issue.
TKT-S24-0401,03/25/2024,13:11,S0***942,Kent Library 102,MFA not working,Account/Access,In Progress,2.2,T. Amisha,Awaiting replacement part from IT supply room.
TKT-S24-0402,04/01/2024,14:08,S0***864,Show Me Center Lab,Furniture issue,Other,Closed,1.2,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0403,03/08/2024,08:35,S0***110,Kent Library 101,Email access denied,Account/Access,Closed,4.6,T. Amisha,"Updated network config, connectivity restored."
TKT-S24-0404,02/12/2024,16:19,S0***125,Show Me Center Lab,Lab equipment request,Other,Closed,5.8,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0405,01/29/2024,15:07,S0***019,Carnahan Hall 214,Keyboard unresponsive,Hardware,In Progress,4.3,A. Johnson,Escalated to senior tech for further diagnosis.
TKT-S24-0406,01/30/2024,12:29,S0***570,Carnahan Hall 214,MFA not working,Account/Access,In Progress,3.5,M. Patel,Awaiting replacement part from IT supply room.
TKT-S24-0407,02/05/2024,12:06,S0***224,Academic Hall 110,Monitor no signal,Hardware,Closed,4.9,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0408,02/15/2024,16:57,S0***091,Kent Library 102,Password reset,Account/Access,Closed,1.7,S. Davis,Cable swap resolved signal issue.
TKT-S24-0409,04/01/2024,11:05,S0***948,Kent Library 101,Mouse not working,Hardware,Closed,2.9,A. Johnson,Cable swap resolved signal issue.
TKT-S24-0410,01/23/2024,15:06,S0***241,Kent Library 102,IP conflict detected,Network,Closed,2.8,A. Johnson,"Password reset via AD, user confirmed login."
TKT-S24-0411,01/16/2024,13:11,S0***079,Academic Hall 110,PC won't power on,Hardware,Closed,5.6,T. Amisha,"Password reset via AD, user confirmed login."
TKT-S24-0412,01/30/2024,12:58,S0***242,Academic Hall 110,Password reset,Account/Access,Closed,4.6,T. Amisha,Cable swap resolved signal issue.
TKT-S24-0413,02/27/2024,11:54,S0***173,Carnahan Hall 214,General IT inquiry,Other,Closed,2.6,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0414,03/25/2024,12:25,S0***984,Academic Hall 110,General IT inquiry,Other,Closed,3.3,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0415,03/22/2024,10:42,S0***453,Kent Library 101,Furniture issue,Other,In Progress,1.5,A. Johnson,"User unavailable, follow-up scheduled."
TKT-S24-0416,04/12/2024,16:06,S0***023,Academic Hall 110,Account locked out,Account/Access,Closed,2.1,M. Patel,"Replaced toner cartridge, tested print job."
TKT-S24-0417,01/25/2024,09:15,S0***806,Show Me Center Lab,Furniture issue,Other,Closed,3.7,S. Davis,"Reset credentials, user verified access."
TKT-S24-0418,01/29/2024,11:53,S0***580,Kent Library 102,Application crashing,Software,Closed,1.5,S. Davis,"Reset credentials, user verified access."
TKT-S24-0419,01/29/2024,16:15,S0***790,Carnahan Hall 214,Email access denied,Account/Access,Closed,4.6,S. Davis,"Password reset via AD, user confirmed login."
TKT-S24-0420,03/18/2024,09:14,S0***545,Academic Hall 110,Slow network speed,Network,Closed,4.3,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0421,04/12/2024,11:05,S0***624,Kent Library 101,Slow network speed,Network,In Progress,3.0,T. Amisha,"User unavailable, follow-up scheduled."
TKT-S24-0422,03/11/2024,08:58,S0***472,Kent Library 102,Slow network speed,Network,Closed,2.1,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0423,01/22/2024,09:57,S0***199,Kent Library 101,Software install failed,Software,Closed,3.0,M. Patel,"Replaced toner cartridge, tested print job."
TKT-S24-0424,03/27/2024,15:54,S0***585,Kent Library 102,OS update loop,Software,Closed,3.9,M. Patel,"Reset credentials, user verified access."
TKT-S24-0425,04/09/2024,15:49,S0***072,Carnahan Hall 214,Slow network speed,Network,Closed,3.4,S. Davis,"Reinstalled driver, confirmed working."
TKT-S24-0426,04/01/2024,13:01,S0***771,Kent Library 101,Room booking question,Other,Closed,2.8,R. Chen,"Reset credentials, user verified access."
TKT-S24-0427,02/02/2024,10:54,S0***462,Kent Library 102,Furniture issue,Other,In Progress,1.7,S. Davis,Awaiting replacement part from IT supply room.
TKT-S24-0428,03/18/2024,16:23,S0***588,Kent Library 102,Application crashing,Software,Closed,0.7,R. Chen,Cable swap resolved signal issue.
TKT-S24-0429,03/11/2024,10:00,S0***260,Kent Library 102,Canvas login loop,Account/Access,Closed,1.6,R. Chen,"Password reset via AD, user confirmed login."
TKT-S24-0430,03/25/2024,12:41,S0***256,Show Me Center Lab,Printer not connecting,Hardware,Closed,4.4,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0431,02/28/2024,14:15,S0***021,Kent Library 102,Password reset,Account/Access,Closed,2.8,A. Johnson,"Cleared browser cache, issue resolved."
TKT-S24-0432,04/05/2024,13:28,S0***665,Kent Library 102,Email access denied,Account/Access,Closed,2.5,A. Johnson,"Updated network config, connectivity restored."
TKT-S24-0433,01/22/2024,15:49,S0***966,Kent Library 101,MFA not working,Account/Access,Closed,5.1,M. Patel,"Reimaged workstation, software reinstalled."
TKT-S24-0434,04/04/2024,08:01,S0***370,Kent Library 101,General IT inquiry,Other,Closed,1.8,S. Davis,"Password reset via AD, user confirmed login."
TKT-S24-0435,02/13/2024,09:01,S0***987,Show Me Center Lab,USB device not recognized,Hardware,Closed,3.2,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0436,03/20/2024,16:54,S0***594,Kent Library 101,Password reset,Account/Access,Closed,1.2,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-S24-0437,02/26/2024,10:15,S0***636,Carnahan Hall 214,General IT inquiry,Other,Closed,0.9,M. Patel,"Cleared browser cache, issue resolved."
TKT-S24-0438,02/27/2024,13:14,S0***225,Academic Hall 110,Room booking question,Other,Closed,1.5,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-S24-0439,02/09/2024,12:31,S0***138,Kent Library 102,License activation error,Software,Closed,1.4,S. Davis,"Updated network config, connectivity restored."
TKT-S24-0440,04/01/2024,09:32,S0***819,Academic Hall 110,Lab equipment request,Other,Closed,3.4,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0441,04/08/2024,11:42,S0***380,Academic Hall 110,USB device not recognized,Hardware,Closed,6.0,S. Davis,"Reimaged workstation, software reinstalled."
TKT-S24-0442,02/14/2024,08:14,S0***598,Kent Library 101,Password reset,Account/Access,Closed,3.4,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0443,03/05/2024,09:27,S0***919,Academic Hall 110,General IT inquiry,Other,Closed,1.5,M. Patel,Cable swap resolved signal issue.
TKT-S24-0444,02/09/2024,11:00,S0***451,Academic Hall 110,Lab equipment request,Other,Closed,3.4,A. Johnson,Cable swap resolved signal issue.
TKT-S24-0445,02/27/2024,09:38,S0***976,Carnahan Hall 214,Email access denied,Account/Access,Closed,4.9,A. Johnson,"Reinstalled driver, confirmed working."
TKT-S24-0446,02/05/2024,16:35,S0***935,Kent Library 101,USB device not recognized,Hardware,Closed,3.8,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-S24-0447,01/23/2024,15:43,S0***441,Carnahan Hall 214,License activation error,Software,Closed,2.6,A. Johnson,Cable swap resolved signal issue.
TKT-S24-0448,02/09/2024,10:19,S0***270,Carnahan Hall 214,Password reset,Account/Access,Closed,3.7,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0449,02/21/2024,16:32,S0***868,Academic Hall 110,Application crashing,Software,Closed,2.6,S. Davis,"Replaced toner cartridge, tested print job."
TKT-S24-0450,04/10/2024,12:26,S0***346,Show Me Center Lab,Browser freezing,Software,Closed,1.1,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0451,02/14/2024,10:52,S0***480,Kent Library 102,License activation error,Software,Closed,2.9,R. Chen,"Updated network config, connectivity restored."
TKT-S24-0452,03/19/2024,16:51,S0***717,Kent Library 102,Monitor no signal,Hardware,Closed,1.0,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-S24-0453,02/26/2024,08:43,S0***167,Carnahan Hall 214,IP conflict detected,Network,In Progress,2.3,S. Davis,"User unavailable, follow-up scheduled."
TKT-S24-0454,02/05/2024,12:51,S0***608,Academic Hall 110,Browser freezing,Software,Closed,5.8,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-S24-0455,03/19/2024,12:09,S0***484,Carnahan Hall 214,Lab equipment request,Other,Closed,2.4,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0456,01/31/2024,15:10,S0***906,Academic Hall 110,PC won't power on,Hardware,Closed,3.6,M. Patel,Cable swap resolved signal issue.
TKT-S24-0457,03/01/2024,13:51,S0***652,Kent Library 102,Lab equipment request,Other,Closed,4.6,R. Chen,Cable swap resolved signal issue.
TKT-S24-0458,04/12/2024,08:00,S0***167,Kent Library 102,License activation error,Software,Closed,4.3,S. Davis,"Reimaged workstation, software reinstalled."
TKT-S24-0459,03/19/2024,13:23,S0***561,Kent Library 102,Printer not connecting,Hardware,Closed,3.0,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0460,03/27/2024,09:29,S0***613,Academic Hall 110,Keyboard unresponsive,Hardware,Closed,2.4,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0461,01/23/2024,10:00,S0***766,Kent Library 101,Mouse not working,Hardware,Closed,4.6,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0462,03/11/2024,16:55,S0***133,Carnahan Hall 214,MFA not working,Account/Access,Closed,3.6,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0463,03/18/2024,15:17,S0***490,Carnahan Hall 214,Software install failed,Software,In Progress,2.4,R. Chen,Awaiting replacement part from IT supply room.
TKT-S24-0464,03/15/2024,15:42,S0***282,Show Me Center Lab,General IT inquiry,Other,In Progress,1.3,A. Johnson,Escalated to senior tech for further diagnosis.
TKT-S24-0465,02/29/2024,11:21,S0***621,Show Me Center Lab,Lab equipment request,Other,In Progress,2.9,S. Davis,Escalated to senior tech for further diagnosis.
TKT-S24-0466,03/19/2024,09:52,S0***283,Kent Library 102,General IT inquiry,Other,Closed,2.6,R. Chen,Cable swap resolved signal issue.
TKT-S24-0467,02/07/2024,09:43,S0***715,Show Me Center Lab,Furniture issue,Other,Closed,1.9,A. Johnson,"Cleared browser cache, issue resolved."
TKT-S24-0468,04/08/2024,12:18,S0***026,Academic Hall 110,Lab equipment request,Other,Closed,4.8,T. Amisha,"Password reset via AD, user confirmed login."
TKT-S24-0469,02/29/2024,13:49,S0***994,Kent Library 101,Furniture issue,Other,Closed,5.9,R. Chen,"Replaced toner cartridge, tested print job."
TKT-S24-0470,02/26/2024,15:37,S0***579,Carnahan Hall 214,USB device not recognized,Hardware,Open,,S. Davis,"Ticket submitted, pending assignment."
TKT-S24-0471,02/16/2024,12:49,S0***742,Carnahan Hall 214,Browser freezing,Software,In Progress,4.7,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-S24-0472,04/01/2024,13:55,S0***673,Kent Library 102,Canvas login loop,Account/Access,Closed,4.5,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0473,02/08/2024,15:37,S0***484,Academic Hall 110,General IT inquiry,Other,Closed,0.7,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0474,02/23/2024,15:03,S0***952,Kent Library 102,Keyboard unresponsive,Hardware,Closed,5.0,S. Davis,Cable swap resolved signal issue.
TKT-S24-0475,03/29/2024,13:37,S0***523,Kent Library 102,USB device not recognized,Hardware,Closed,1.3,A. Johnson,"Reinstalled driver, confirmed working."
TKT-S24-0476,01/26/2024,08:56,S0***307,Kent Library 101,IP conflict detected,Network,Closed,3.8,R. Chen,"Reimaged workstation, software reinstalled."
TKT-S24-0477,02/14/2024,11:44,S0***080,Academic Hall 110,General IT inquiry,Other,Closed,2.6,S. Davis,Cable swap resolved signal issue.
TKT-S24-0478,03/01/2024,09:16,S0***290,Kent Library 102,MFA not working,Account/Access,Closed,1.0,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0479,02/05/2024,12:25,S0***911,Carnahan Hall 214,VPN not connecting,Network,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-S24-0480,02/23/2024,13:52,S0***981,Carnahan Hall 214,IP conflict detected,Network,Closed,4.2,T. Amisha,"Updated network config, connectivity restored."
TKT-S24-0481,01/15/2024,12:47,S0***264,Kent Library 101,DNS resolution error,Network,In Progress,2.6,T. Amisha,"User unavailable, follow-up scheduled."
TKT-S24-0482,02/12/2024,08:01,S0***538,Carnahan Hall 214,Email access denied,Account/Access,Closed,2.0,M. Patel,"Reimaged workstation, software reinstalled."
TKT-S24-0483,02/21/2024,16:49,S0***247,Kent Library 102,SSO failure,Account/Access,Closed,5.5,S. Davis,"Replaced toner cartridge, tested print job."
TKT-S24-0484,04/04/2024,10:03,S0***503,Kent Library 101,Furniture issue,Other,Closed,4.9,S. Davis,"Reset credentials, user verified access."
TKT-S24-0485,04/08/2024,11:01,S0***083,Show Me Center Lab,OS update loop,Software,Closed,2.5,S. Davis,"Reinstalled driver, confirmed working."
TKT-S24-0486,01/30/2024,15:49,S0***430,Kent Library 101,Software install failed,Software,Closed,4.6,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0487,01/22/2024,12:35,S0***658,Show Me Center Lab,Room booking question,Other,Closed,2.4,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0488,01/18/2024,13:07,S0***206,Carnahan Hall 214,Account locked out,Account/Access,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-S24-0489,03/27/2024,10:57,S0***961,Show Me Center Lab,Slow network speed,Network,In Progress,3.5,R. Chen,Escalated to senior tech for further diagnosis.
TKT-S24-0490,02/26/2024,09:50,S0***040,Carnahan Hall 214,Furniture issue,Other,Closed,4.8,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0491,01/25/2024,10:24,S0***888,Show Me Center Lab,Room booking question,Other,Closed,3.9,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0492,02/08/2024,10:45,S0***616,Kent Library 101,Application crashing,Software,In Progress,2.9,M. Patel,"User unavailable, follow-up scheduled."
TKT-S24-0493,02/15/2024,13:44,S0***002,Show Me Center Lab,Canvas login loop,Account/Access,Closed,0.5,T. Amisha,"Password reset via AD, user confirmed login."
TKT-S24-0494,03/01/2024,08:20,S0***488,Show Me Center Lab,Room booking question,Other,Closed,5.7,S. Davis,"Reinstalled driver, confirmed working."
TKT-S24-0495,01/26/2024,16:54,S0***188,Kent Library 101,General IT inquiry,Other,Closed,3.4,R. Chen,"Reset credentials, user verified access."
TKT-S24-0496,04/01/2024,10:49,S0***879,Show Me Center Lab,WiFi authentication failed,Network,Closed,4.0,R. Chen,"Reimaged workstation, software reinstalled."
TKT-S24-0497,02/16/2024,09:59,S0***004,Show Me Center Lab,Furniture issue,Other,In Progress,3.2,S. Davis,"User unavailable, follow-up scheduled."
TKT-S24-0498,04/10/2024,13:58,S0***676,Kent Library 102,Mouse not working,Hardware,Closed,2.6,S. Davis,"Replaced toner cartridge, tested print job."
TKT-S24-0499,02/27/2024,12:41,S0***673,Kent Library 102,Lab equipment request,Other,Closed,1.9,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0500,02/05/2024,09:57,S0***438,Show Me Center Lab,License activation error,Software,Closed,6.0,M. Patel,"Reimaged workstation, software reinstalled."
TKT-S24-0501,02/14/2024,16:31,S0***081,Carnahan Hall 214,Printer not connecting,Hardware,Closed,4.0,M. Patel,"Reimaged workstation, software reinstalled."
TKT-S24-0502,04/04/2024,16:54,S0***383,Show Me Center Lab,License activation error,Software,Closed,3.1,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0503,03/19/2024,12:47,S0***787,Show Me Center Lab,Account locked out,Account/Access,In Progress,4.6,A. Johnson,Awaiting replacement part from IT supply room.
TKT-S24-0504,04/01/2024,13:09,S0***403,Academic Hall 110,SSO failure,Account/Access,In Progress,4.4,A. Johnson,"User unavailable, follow-up scheduled."
TKT-S24-0505,03/11/2024,09:04,S0***011,Show Me Center Lab,No internet connection,Network,Closed,5.1,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-S24-0506,02/19/2024,15:06,S0***053,Kent Library 101,MFA not working,Account/Access,In Progress,4.3,S. Davis,"User unavailable, follow-up scheduled."
TKT-S24-0507,01/22/2024,09:28,S0***641,Kent Library 102,Application crashing,Software,Closed,3.9,R. Chen,"Replaced toner cartridge, tested print job."
TKT-S24-0508,02/06/2024,15:46,S0***554,Kent Library 101,USB device not recognized,Hardware,Closed,5.8,S. Davis,"Updated network config, connectivity restored."
TKT-S24-0509,04/01/2024,14:28,S0***236,Show Me Center Lab,Room booking question,Other,Closed,2.5,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0510,03/11/2024,08:01,S0***797,Kent Library 102,Account locked out,Account/Access,Closed,3.3,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-S24-0511,02/19/2024,11:33,S0***015,Academic Hall 110,MFA not working,Account/Access,Closed,2.7,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0512,03/12/2024,15:28,S0***101,Kent Library 102,Furniture issue,Other,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0513,02/08/2024,08:05,S0***512,Kent Library 101,Browser freezing,Software,Closed,5.4,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0514,02/09/2024,13:33,S0***694,Show Me Center Lab,PC won't power on,Hardware,Closed,4.5,R. Chen,"Reset credentials, user verified access."
TKT-S24-0515,02/14/2024,11:41,S0***755,Kent Library 101,Account locked out,Account/Access,Closed,1.3,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0516,02/02/2024,16:40,S0***473,Carnahan Hall 214,Printer not connecting,Hardware,Closed,1.2,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0517,02/19/2024,12:51,S0***294,Carnahan Hall 214,General IT inquiry,Other,Closed,4.6,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0518,03/05/2024,13:52,S0***327,Carnahan Hall 214,MFA not working,Account/Access,Closed,3.6,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0519,03/19/2024,16:27,S0***351,Carnahan Hall 214,Lab equipment request,Other,Closed,4.8,S. Davis,"Reset credentials, user verified access."
TKT-S24-0520,04/08/2024,13:51,S0***810,Kent Library 101,Slow network speed,Network,Closed,0.7,M. Patel,"Reset credentials, user verified access."
TKT-S24-0521,03/22/2024,08:57,S0***816,Kent Library 101,Monitor no signal,Hardware,Closed,4.8,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0522,02/19/2024,12:01,S0***145,Kent Library 101,License activation error,Software,Closed,2.9,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0523,02/27/2024,13:10,S0***242,Academic Hall 110,Slow network speed,Network,Closed,1.6,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0524,02/27/2024,09:32,S0***221,Carnahan Hall 214,WiFi authentication failed,Network,Closed,2.6,M. Patel,"Reimaged workstation, software reinstalled."
TKT-S24-0525,03/29/2024,10:56,S0***855,Carnahan Hall 214,Lab equipment request,Other,Closed,4.2,M. Patel,Cable swap resolved signal issue.
TKT-S24-0526,03/14/2024,16:23,S0***593,Show Me Center Lab,Account locked out,Account/Access,Closed,4.8,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0527,02/16/2024,12:12,S0***542,Kent Library 102,IP conflict detected,Network,Closed,5.8,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0528,03/06/2024,16:47,S0***483,Show Me Center Lab,Printer not connecting,Hardware,Closed,0.9,M. Patel,"Reset credentials, user verified access."
TKT-S24-0529,01/16/2024,11:03,S0***858,Show Me Center Lab,Browser freezing,Software,Closed,2.7,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0530,04/10/2024,14:32,S0***781,Kent Library 101,IP conflict detected,Network,Closed,1.0,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0531,02/05/2024,15:10,S0***027,Academic Hall 110,General IT inquiry,Other,Closed,1.7,R. Chen,"Updated network config, connectivity restored."
TKT-S24-0532,01/29/2024,10:47,S0***041,Academic Hall 110,OS update loop,Software,Closed,4.0,S. Davis,Cable swap resolved signal issue.
TKT-S24-0533,04/01/2024,10:07,S0***936,Kent Library 102,License activation error,Software,Closed,2.5,M. Patel,"Reinstalled driver, confirmed working."
TKT-S24-0534,02/21/2024,15:40,S0***488,Academic Hall 110,Software install failed,Software,Closed,4.4,R. Chen,Cable swap resolved signal issue.
TKT-S24-0535,03/15/2024,11:09,S0***239,Show Me Center Lab,Room booking question,Other,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0536,03/25/2024,13:00,S0***985,Carnahan Hall 214,VPN not connecting,Network,Closed,4.1,A. Johnson,Cable swap resolved signal issue.
TKT-S24-0537,01/24/2024,13:22,S0***500,Carnahan Hall 214,Furniture issue,Other,Closed,3.3,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0538,01/22/2024,08:17,S0***894,Show Me Center Lab,SSO failure,Account/Access,Closed,3.2,A. Johnson,"Cleared browser cache, issue resolved."
TKT-S24-0539,03/20/2024,16:17,S0***946,Academic Hall 110,License activation error,Software,In Progress,4.7,R. Chen,Awaiting replacement part from IT supply room.
TKT-S24-0540,04/05/2024,13:01,S0***099,Academic Hall 110,License activation error,Software,Closed,1.7,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0541,03/13/2024,08:29,S0***466,Carnahan Hall 214,Mouse not working,Hardware,Closed,1.9,S. Davis,"Reset credentials, user verified access."
TKT-S24-0542,02/07/2024,09:45,S0***823,Academic Hall 110,Mouse not working,Hardware,Closed,3.9,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0543,01/29/2024,14:24,S0***616,Kent Library 102,Account locked out,Account/Access,In Progress,1.8,S. Davis,Awaiting replacement part from IT supply room.
