ticket_id,date,time,requester_id,lab_location,issue_description,category,status,resolution_hrs,assigned_tech,resolution_notes
TKT-F23-0630,10/10/2023,14:42,S0***809,Kent Library 102,General IT inquiry,Other,Closed,2.8,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0631,11/20/2023,16:57,S0***721,Kent Library 102,Mouse not working,Hardware,Closed,0.7,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0632,10/09/2023,09:16,S0***402,Academic Hall 110,Account locked out,Account/Access,Closed,2.6,R. Chen,"Reinstalled driver, confirmed working."
TKT-F23-0633,11/13/2023,12:05,S0***963,Kent Library 101,OS update loop,Software,Closed,1.4,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0634,11/17/2023,11:35,S0***182,Kent Library 101,Slow network speed,Network,Closed,2.3,S. Davis,"Password reset via AD, user confirmed login."
TKT-F23-0635,09/04/2023,08:06,S0***502,Show Me Center Lab,IP conflict detected,Network,Closed,5.7,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0636,09/07/2023,10:18,S0***680,Carnahan Hall 214,Lab equipment request,Other,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0637,11/17/2023,08:21,S0***861,Academic Hall 110,Furniture issue,Other,Closed,4.6,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0638,10/18/2023,14:46,S0***922,Academic Hall 110,PC won't power on,Hardware,Closed,4.8,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0639,10/31/2023,16:42,S0***640,Carnahan Hall 214,Furniture issue,Other,Closed,0.8,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-F23-0640,11/13/2023,14:29,S0***460,Carnahan Hall 214,WiFi authentication failed,Network,Closed,3.8,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0641,10/23/2023,15:47,S0***493,Kent Library 101,Mouse not working,Hardware,Closed,0.7,S. Davis,"Reimaged workstation, software reinstalled."
TKT-F23-0642,09/01/2023,14:19,S0***518,Carnahan Hall 214,WiFi authentication failed,Network,Closed,3.4,T. Amisha,"Cleared browser cache, issue resolved."
TKT-F23-0643,09/15/2023,14:20,S0***976,Academic Hall 110,General IT inquiry,Other,Closed,4.5,S. Davis,Cable swap resolved signal issue.
TKT-F23-0644,10/24/2023,08:42,S0***982,Carnahan Hall 214,License activation error,Software,Closed,1.0,R. Chen,"Password reset via AD, user confirmed login."
TKT-F23-0645,10/18/2023,09:42,S0***311,Show Me Center Lab,Account locked out,Account/Access,Closed,0.6,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0646,10/23/2023,12:29,S0***410,Show Me Center Lab,Room booking question,Other,Closed,4.5,M. Patel,"Updated network config, connectivity restored."
TKT-F23-0647,09/15/2023,16:07,S0***387,Academic Hall 110,WiFi authentication failed,Network,In Progress,3.1,R. Chen,Awaiting replacement part from IT supply room.
TKT-F23-0648,11/10/2023,14:27,S0***022,Kent Library 101,PC won't power on,Hardware,Closed,1.0,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0649,10/23/2023,14:31,S0***759,Kent Library 101,Lab equipment request,Other,Closed,1.3,T. Amisha,Cable swap resolved signal issue.
TKT-F23-0650,11/20/2023,09:37,S0***709,Carnahan Hall 214,Browser freezing,Software,Closed,5.6,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0651,10/04/2023,09:09,S0***649,Kent Library 101,Browser freezing,Software,Closed,2.3,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0652,11/09/2023,16:01,S0***025,Kent Library 101,Application crashing,Software,Closed,3.8,R. Chen,"Reset credentials, user verified access."
TKT-F23-0653,09/28/2023,09:47,S0***947,Kent Library 101,Keyboard unresponsive,Hardware,Closed,5.4,T. Amisha,"Cleared browser cache, issue resolved."
TKT-F23-0654,11/20/2023,08:22,S0***218,Show Me Center Lab,Account locked out,Account/Access,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-F23-0655,08/31/2023,15:43,S0***667,Show Me Center Lab,No internet connection,Network,Closed,5.9,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0656,10/24/2023,09:41,S0***326,Kent Library 102,PC won't power on,Hardware,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-F23-0657,09/08/2023,08:59,S0***304,Academic Hall 110,Room booking question,Other,Closed,2.0,R. Chen,"Reset credentials, user verified access."
TKT-F23-0658,08/21/2023,11:11,S0***938,Carnahan Hall 214,Email access denied,Account/Access,Closed,0.7,R. Chen,"Cleared browser cache, issue resolved."
TKT-F23-0659,10/19/2023,12:46,S0***675,Kent Library 102,Keyboard unresponsive,Hardware,Closed,5.8,R. Chen,Cable swap resolved signal issue.
TKT-F23-0660,10/05/2023,15:04,S0***686,Academic Hall 110,PC won't power on,Hardware,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-F23-0661,10/17/2023,09:22,S0***285,Academic Hall 110,VPN not connecting,Network,Closed,2.9,S. Davis,"Replaced toner cartridge, tested print job."
TKT-F23-0662,10/09/2023,11:17,S0***762,Academic Hall 110,Furniture issue,Other,Closed,3.4,S. Davis,"Password reset via AD, user confirmed login."
TKT-F23-0663,11/14/2023,12:25,S0***898,Carnahan Hall 214,Room booking question,Other,Closed,5.4,S. Davis,"Updated network config, connectivity restored."
TKT-F23-0664,08/22/2023,10:46,S0***134,Kent Library 102,License activation error,Software,Closed,1.8,M. Patel,"Reimaged workstation, software reinstalled."
TKT-F23-0665,09/01/2023,16:40,S0***584,Academic Hall 110,USB device not recognized,Hardware,Closed,5.0,R. Chen,"Updated network config, connectivity restored."
TKT-F23-0666,11/13/2023,15:29,S0***024,Kent Library 102,General IT inquiry,Other,Closed,3.2,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0667,08/29/2023,15:09,S0***901,Show Me Center Lab,Keyboard unresponsive,Hardware,Closed,3.6,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-F23-0668,11/13/2023,16:12,S0***856,Academic Hall 110,Email access denied,Account/Access,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0669,10/17/2023,10:01,S0***592,Carnahan Hall 214,Slow network speed,Network,Closed,4.7,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0670,08/21/2023,11:31,S0***543,Academic Hall 110,PC won't power on,Hardware,In Progress,3.4,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-F23-0671,11/09/2023,12:46,S0***483,Academic Hall 110,IP conflict detected,Network,Closed,2.6,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0672,11/20/2023,13:42,S0***858,Show Me Center Lab,Driver conflict,Software,In Progress,2.5,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-F23-0673,10/16/2023,13:51,S0***781,Show Me Center Lab,USB device not recognized,Hardware,Closed,4.6,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0674,10/10/2023,12:09,S0***027,Kent Library 102,USB device not recognized,Hardware,Closed,3.4,A. Johnson,"Reinstalled driver, confirmed working."
TKT-F23-0675,09/04/2023,13:25,S0***042,Academic Hall 110,Printer not connecting,Hardware,Closed,3.9,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0676,10/05/2023,10:25,S0***935,Kent Library 101,Furniture issue,Other,Closed,0.5,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0677,10/25/2023,12:39,S0***487,Kent Library 102,Email access denied,Account/Access,Closed,0.6,A. Johnson,"Cleared browser cache, issue resolved."
TKT-F23-0678,10/18/2023,14:47,S0***141,Show Me Center Lab,General IT inquiry,Other,Closed,0.7,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-F23-0679,09/15/2023,16:50,S0***985,Academic Hall 110,USB device not recognized,Hardware,Open,,S. Davis,"Ticket submitted, pending assignment."
TKT-F23-0680,08/28/2023,16:00,S0***459,Show Me Center Lab,Room booking question,Other,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-F23-0681,10/12/2023,14:05,S0***400,Academic Hall 110,MFA not working,Account/Access,In Progress,4.7,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-F23-0682,10/10/2023,08:32,S0***775,Carnahan Hall 214,Browser freezing,Software,Closed,4.8,A. Johnson,"Reinstalled driver, confirmed working."
TKT-F23-0683,10/23/2023,15:52,S0***698,Kent Library 101,Account locked out,Account/Access,In Progress,3.6,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0684,11/06/2023,10:03,S0***943,Show Me Center Lab,General IT inquiry,Other,In Progress,3.6,S. Davis,Awaiting replacement part from IT supply room.
TKT-F23-0685,09/15/2023,13:51,S0***958,Kent Library 102,MFA not working,Account/Access,Closed,3.8,S. Davis,"Reset credentials, user verified access."
TKT-F23-0686,09/05/2023,09:02,S0***853,Academic Hall 110,USB device not recognized,Hardware,Closed,3.3,T. Amisha,"Reinstalled driver, confirmed working."
TKT-F23-0687,10/13/2023,15:07,S0***404,Kent Library 102,Room booking question,Other,Closed,4.4,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0688,09/25/2023,10:47,S0***156,Kent Library 101,General IT inquiry,Other,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-F23-0689,11/06/2023,12:22,S0***902,Academic Hall 110,PC won't power on,Hardware,Closed,3.7,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0690,10/26/2023,11:56,S0***416,Kent Library 102,Room booking question,Other,Closed,5.7,R. Chen,"Reset credentials, user verified access."
TKT-F23-0691,11/08/2023,11:43,S0***810,Show Me Center Lab,Room booking question,Other,Closed,1.2,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-F23-0692,09/25/2023,11:14,S0***863,Show Me Center Lab,WiFi authentication failed,Network,Closed,2.9,S. Davis,Cable swap resolved signal issue.
TKT-F23-0693,08/30/2023,16:10,S0***016,Carnahan Hall 214,Lab equipment request,Other,Closed,1.9,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0694,08/24/2023,16:30,S0***383,Kent Library 101,Lab equipment request,Other,Closed,3.2,M. Patel,"Updated network config, connectivity restored."
TKT-F23-0695,10/06/2023,10:18,S0***740,Carnahan Hall 214,Furniture issue,Other,Closed,4.4,R. Chen,Cable swap resolved signal issue.
TKT-F23-0696,11/13/2023,13:07,S0***532,Kent Library 102,Room booking question,Other,Closed,5.0,R. Chen,"Updated network config, connectivity restored."
TKT-F23-0697,09/05/2023,13:12,S0***871,Show Me Center Lab,Application crashing,Software,Closed,4.1,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0698,11/02/2023,15:08,S0***534,Show Me Center Lab,Furniture issue,Other,Closed,5.8,S. Davis,Cable swap resolved signal issue.
TKT-F23-0699,10/30/2023,10:23,S0***965,Kent Library 102,Monitor no signal,Hardware,Closed,1.9,S. Davis,Cable swap resolved signal issue.
TKT-F23-0700,11/06/2023,16:24,S0***698,Academic Hall 110,MFA not working,Account/Access,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-F23-0701,10/23/2023,15:33,S0***991,Show Me Center Lab,Driver conflict,Software,Closed,3.4,S. Davis,Cable swap resolved signal issue.
TKT-F23-0702,09/11/2023,09:13,S0***829,Academic Hall 110,Slow network speed,Network,Closed,3.9,T. Amisha,"Reset credentials, user verified access."
TKT-F23-0703,11/14/2023,14:35,S0***992,Kent Library 102,MFA not working,Account/Access,Closed,0.6,R. Chen,Cable swap resolved signal issue.
TKT-F23-0704,11/06/2023,09:06,S0***924,Carnahan Hall 214,DNS resolution error,Network,Closed,1.8,S. Davis,"Updated network config, connectivity restored."
TKT-F23-0705,10/23/2023,15:12,S0***734,Carnahan Hall 214,USB device not recognized,Hardware,Closed,5.8,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0706,09/14/2023,09:04,S0***203,Kent Library 102,Canvas login loop,Account/Access,Closed,1.4,S. Davis,"Cleared browser cache, issue resolved."
TKT-F23-0707,08/28/2023,12:02,S0***773,Academic Hall 110,Printer not connecting,Hardware,In Progress,4.6,M. Patel,Escalated to senior tech for further diagnosis.
TKT-F23-0708,11/02/2023,10:46,S0***556,Kent Library 101,Room booking question,Other,Closed,4.7,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0709,09/29/2023,08:00,S0***331,Kent Library 102,Lab equipment request,Other,Closed,5.8,T. Amisha,Cable swap resolved signal issue.
TKT-F23-0710,08/22/2023,10:57,S0***193,Kent Library 102,Lab equipment request,Other,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0711,11/15/2023,09:03,S0***161,Kent Library 101,No internet connection,Network,Closed,4.7,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0712,09/07/2023,08:47,S0***231,Carnahan Hall 214,General IT inquiry,Other,Closed,5.6,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0713,09/06/2023,10:07,S0***514,Carnahan Hall 214,VPN not connecting,Network,In Progress,1.3,A. Johnson,"User unavailable, follow-up scheduled."
TKT-F23-0714,11/13/2023,10:46,S0***840,Show Me Center Lab,Room booking question,Other,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-F23-0715,08/31/2023,11:34,S0***651,Kent Library 101,Room booking question,Other,Closed,1.7,M. Patel,"Cleared browser cache, issue resolved."
TKT-F23-0716,11/09/2023,10:17,S0***119,Kent Library 101,Password reset,Account/Access,Closed,3.9,R. Chen,Cable swap resolved signal issue.
TKT-F23-0717,10/10/2023,14:47,S0***704,Academic Hall 110,PC won't power on,Hardware,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-F23-0718,11/07/2023,15:25,S0***367,Kent Library 101,Account locked out,Account/Access,Closed,4.3,R. Chen,"Reset credentials, user verified access."
TKT-F23-0719,10/09/2023,13:44,S0***798,Show Me Center Lab,Furniture issue,Other,Closed,4.4,S. Davis,Cable swap resolved signal issue.
TKT-F23-0720,10/23/2023,08:07,S0***109,Kent Library 102,License activation error,Software,Closed,4.4,S. Davis,"Reset credentials, user verified access."
TKT-F23-0721,08/28/2023,14:47,S0***077,Carnahan Hall 214,Printer not connecting,Hardware,In Progress,3.8,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0722,09/05/2023,15:02,S0***662,Kent Library 101,Software install failed,Software,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0723,08/21/2023,14:52,S0***825,Academic Hall 110,VPN not connecting,Network,Closed,4.6,M. Patel,"Reset credentials, user verified access."
TKT-F23-0724,10/16/2023,13:26,S0***757,Academic Hall 110,Printer not connecting,Hardware,Closed,4.3,S. Davis,"Reset credentials, user verified access."
TKT-F23-0725,10/09/2023,16:56,S0***568,Academic Hall 110,Furniture issue,Other,Closed,3.1,S. Davis,"Reset credentials, user verified access."
TKT-F23-0726,10/05/2023,11:31,S0***036,Kent Library 101,Canvas login loop,Account/Access,Closed,0.8,R. Chen,"Reinstalled driver, confirmed working."
TKT-F23-0727,08/23/2023,08:33,S0***606,Kent Library 102,Room booking question,Other,Closed,3.4,S. Davis,"Updated network config, connectivity restored."
TKT-F23-0728,11/02/2023,13:40,S0***389,Carnahan Hall 214,Email access denied,Account/Access,Closed,2.9,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0729,11/06/2023,11:37,S0***716,Kent Library 102,Keyboard unresponsive,Hardware,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0730,10/16/2023,09:59,S0***026,Carnahan Hall 214,SSO failure,Account/Access,In Progress,2.9,S. Davis,Escalated to senior tech for further diagnosis.
TKT-F23-0731,09/06/2023,10:30,S0***741,Kent Library 102,No internet connection,Network,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0732,10/25/2023,09:33,S0***580,Kent Library 101,OS update loop,Software,Closed,3.9,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0733,08/24/2023,09:30,S0***742,Kent Library 102,Monitor no signal,Hardware,Closed,3.9,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0734,10/06/2023,10:36,S0***674,Academic Hall 110,Application crashing,Software,In Progress,2.7,M. Patel,Awaiting replacement part from IT supply room.
TKT-F23-0735,11/15/2023,12:18,S0***485,Carnahan Hall 214,MFA not working,Account/Access,In Progress,3.9,A. Johnson,Awaiting replacement part from IT supply room.
TKT-F23-0736,08/31/2023,12:44,S0***953,Academic Hall 110,Password reset,Account/Access,Closed,3.3,M. Patel,"Cleared browser cache, issue resolved."
TKT-F23-0737,10/06/2023,10:18,S0***523,Academic Hall 110,Lab equipment request,Other,Closed,5.1,S. Davis,"Password reset via AD, user confirmed login."
TKT-F23-0738,11/03/2023,14:37,S0***306,Academic Hall 110,Keyboard unresponsive,Hardware,Closed,2.1,M. Patel,"Reset credentials, user verified access."
TKT-F23-0739,08/23/2023,08:25,S0***080,Show Me Center Lab,Canvas login loop,Account/Access,Closed,0.8,M. Patel,"Cleared browser cache, issue resolved."
TKT-F23-0740,09/07/2023,15:57,S0***289,Academic Hall 110,Software install failed,Software,Closed,4.8,R. Chen,"Reset credentials, user verified access."
TKT-F23-0741,11/10/2023,10:06,S0***045,Carnahan Hall 214,Printer not connecting,Hardware,Closed,5.4,S. Davis,"Replaced toner cartridge, tested print job."
TKT-F23-0742,09/21/2023,12:07,S0***124,Kent Library 101,WiFi authentication failed,Network,Closed,5.2,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-F23-0743,09/04/2023,12:10,S0***972,Carnahan Hall 214,VPN not connecting,Network,Closed,5.0,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0744,10/31/2023,14:20,S0***539,Kent Library 102,No internet connection,Network,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0745,08/29/2023,14:30,S0***401,Kent Library 101,Slow network speed,Network,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-F23-0746,10/26/2023,13:58,S0***869,Show Me Center Lab,Canvas login loop,Account/Access,Closed,5.7,M. Patel,Cable swap resolved signal issue.
TKT-F23-0747,11/20/2023,13:03,S0***439,Show Me Center Lab,SSO failure,Account/Access,Closed,1.3,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0748,11/03/2023,15:34,S0***223,Kent Library 101,DNS resolution error,Network,In Progress,1.5,M. Patel,"User unavailable, follow-up scheduled."
TKT-F23-0749,09/11/2023,14:14,S0***997,Kent Library 101,Browser freezing,Software,Closed,1.0,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0750,09/12/2023,14:17,S0***859,Academic Hall 110,Furniture issue,Other,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0751,09/27/2023,12:57,S0***828,Carnahan Hall 214,Password reset,Account/Access,Closed,3.5,A. Johnson,"Updated network config, connectivity restored."
TKT-F23-0752,08/29/2023,09:48,S0***413,Kent Library 102,Slow network speed,Network,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0753,08/29/2023,09:47,S0***576,Show Me Center Lab,Lab equipment request,Other,Closed,2.4,M. Patel,"Cleared browser cache, issue resolved."
TKT-F23-0754,09/18/2023,14:57,S0***507,Kent Library 102,Keyboard unresponsive,Hardware,Closed,5.3,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0755,10/31/2023,13:01,S0***317,Academic Hall 110,License activation error,Software,Closed,1.7,S. Davis,Cable swap resolved signal issue.
TKT-F23-0756,09/21/2023,13:11,S0***786,Show Me Center Lab,Password reset,Account/Access,Closed,2.7,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0757,10/02/2023,16:48,S0***357,Carnahan Hall 214,Slow network speed,Network,Closed,3.0,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0758,11/03/2023,16:30,S0***140,Kent Library 102,Room booking question,Other,Closed,5.8,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0759,09/28/2023,11:02,S0***914,Carnahan Hall 214,Room booking question,Other,Closed,1.2,M. Patel,"Updated network config, connectivity restored."
TKT-F23-0760,09/18/2023,13:38,S0***123,Carnahan Hall 214,Browser freezing,Software,Closed,3.6,T. Amisha,"Cleared browser cache, issue resolved."
TKT-F23-0761,08/28/2023,14:09,S0***877,Kent Library 102,Keyboard unresponsive,Hardware,Closed,4.6,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0762,11/13/2023,08:54,S0***815,Show Me Center Lab,Room booking question,Other,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0763,10/23/2023,11:21,S0***098,Kent Library 102,USB device not recognized,Hardware,Closed,4.6,R. Chen,"Reinstalled driver, confirmed working."
TKT-F23-0764,09/25/2023,09:19,S0***372,Kent Library 101,Slow network speed,Network,Closed,0.6,T. Amisha,"Reinstalled driver, confirmed working."
TKT-F23-0765,09/11/2023,11:10,S0***081,Carnahan Hall 214,Application crashing,Software,Closed,2.6,S. Davis,"Password reset via AD, user confirmed login."
TKT-F23-0766,10/27/2023,11:48,S0***336,Carnahan Hall 214,WiFi authentication failed,Network,In Progress,2.3,R. Chen,"User unavailable, follow-up scheduled."
TKT-F23-0767,09/05/2023,13:29,S0***916,Carnahan Hall 214,Driver conflict,Software,Closed,2.0,R. Chen,Cable swap resolved signal issue.
TKT-F23-0768,09/04/2023,12:21,S0***264,Carnahan Hall 214,USB device not recognized,Hardware,In Progress,2.5,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-F23-0769,08/28/2023,15:29,S0***491,Kent Library 102,Email access denied,Account/Access,Closed,0.7,S. Davis,"Reset credentials, user verified access."
TKT-F23-0770,10/02/2023,16:45,S0***376,Show Me Center Lab,Furniture issue,Other,Closed,5.2,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-F23-0771,09/27/2023,14:09,S0***364,Kent Library 101,VPN not connecting,Network,Closed,3.7,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-F23-0772,09/18/2023,10:00,S0***563,Kent Library 102,OS update loop,Software,Closed,3.0,S. Davis,"Replaced toner cartridge, tested print job."
TKT-F23-0773,11/02/2023,16:43,S0***754,Kent Library 101,Printer not connecting,Hardware,Closed,2.5,T. Amisha,"Reset credentials, user verified access."
TKT-F23-0774,10/17/2023,14:11,S0***379,Show Me Center Lab,Browser freezing,Software,Closed,3.6,T. Amisha,Cable swap resolved signal issue.
TKT-F23-0775,08/22/2023,11:56,S0***551,Academic Hall 110,Email access denied,Account/Access,Closed,1.6,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-F23-0776,11/06/2023,08:57,S0***048,Carnahan Hall 214,Application crashing,Software,Closed,2.5,S. Davis,"Reset credentials, user verified access."
TKT-F23-0777,09/25/2023,16:00,S0***312,Kent Library 102,Keyboard unresponsive,Hardware,Closed,5.4,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0778,10/30/2023,13:52,S0***456,Show Me Center Lab,MFA not working,Account/Access,In Progress,4.3,S. Davis,Escalated to senior tech for further diagnosis.
TKT-F23-0779,08/30/2023,15:03,S0***258,Kent Library 102,USB device not recognized,Hardware,Closed,2.9,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0780,09/11/2023,09:14,S0***162,Kent Library 101,Browser freezing,Software,Closed,1.4,R. Chen,"Reinstalled driver, confirmed working."
TKT-F23-0781,09/04/2023,13:23,S0***278,Carnahan Hall 214,No internet connection,Network,Closed,5.5,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0782,09/11/2023,16:35,S0***385,Kent Library 102,Browser freezing,Software,Closed,1.6,R. Chen,Cable swap resolved signal issue.
TKT-F23-0783,10/30/2023,16:25,S0***928,Academic Hall 110,Canvas login loop,Account/Access,In Progress,4.9,R. Chen,"User unavailable, follow-up scheduled."
TKT-F23-0784,10/30/2023,08:04,S0***017,Academic Hall 110,PC won't power on,Hardware,Closed,0.8,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0785,10/26/2023,16:09,S0***429,Academic Hall 110,Driver conflict,Software,Closed,1.5,S. Davis,"Cleared browser cache, issue resolved."
TKT-F23-0786,10/16/2023,14:09,S0***611,Kent Library 102,Account locked out,Account/Access,Closed,5.4,R. Chen,"Reimaged workstation, software reinstalled."
TKT-F23-0787,09/06/2023,11:29,S0***672,Kent Library 101,Room booking question,Other,Closed,5.1,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0788,09/12/2023,12:20,S0***390,Show Me Center Lab,Password reset,Account/Access,Closed,0.6,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0789,09/15/2023,09:02,S0***210,Show Me Center Lab,Mouse not working,Hardware,Closed,3.2,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0790,11/20/2023,10:15,S0***243,Kent Library 101,VPN not connecting,Network,In Progress,4.3,S. Davis,"User unavailable, follow-up scheduled."
TKT-F23-0791,09/21/2023,16:42,S0***069,Kent Library 101,PC won't power on,Hardware,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-F23-0792,10/18/2023,11:55,S0***630,Show Me Center Lab,MFA not working,Account/Access,Closed,1.6,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0793,11/02/2023,14:12,S0***849,Academic Hall 110,Room booking question,Other,In Progress,2.9,R. Chen,Escalated to senior tech for further diagnosis.
TKT-F23-0794,10/30/2023,13:09,S0***169,Kent Library 102,General IT inquiry,Other,Closed,5.4,M. Patel,"Cleared browser cache, issue resolved."
TKT-F23-0795,09/11/2023,12:28,S0***702,Kent Library 101,No internet connection,Network,In Progress,5.0,T. Amisha,Awaiting replacement part from IT supply room.
TKT-F23-0796,09/07/2023,08:51,S0***226,Kent Library 102,USB device not recognized,Hardware,Closed,0.6,S. Davis,"Reset credentials, user verified access."
TKT-F23-0797,10/23/2023,13:33,S0***185,Show Me Center Lab,Software install failed,Software,In Progress,3.2,A. Johnson,Escalated to senior tech for further diagnosis.
TKT-F23-0798,09/18/2023,10:26,S0***691,Kent Library 101,OS update loop,Software,Closed,1.0,A. Johnson,"Cleared browser cache, issue resolved."
TKT-F23-0799,09/12/2023,12:47,S0***520,Show Me Center Lab,Software install failed,Software,Closed,0.8,S. Davis,"Reimaged workstation, software reinstalled."
TKT-F23-0800,09/01/2023,16:44,S0***118,Academic Hall 110,SSO failure,Account/Access,Closed,3.7,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0801,09/27/2023,10:23,S0***595,Kent Library 102,DNS resolution error,Network,Closed,0.9,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0802,10/09/2023,14:35,S0***730,Show Me Center Lab,OS update loop,Software,Closed,1.4,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0803,10/23/2023,09:19,S0***967,Carnahan Hall 214,Account locked out,Account/Access,In Progress,3.2,T. Amisha,Awaiting replacement part from IT supply room.
TKT-F23-0804,09/05/2023,16:56,S0***417,Carnahan Hall 214,Furniture issue,Other,In Progress,3.1,A. Johnson,"User unavailable, follow-up scheduled."
TKT-F23-0805,10/23/2023,09:49,S0***857,Show Me Center Lab,No internet connection,Network,Closed,5.6,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0806,11/13/2023,16:52,S0***734,Academic Hall 110,Furniture issue,Other,Closed,0.8,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0807,09/04/2023,08:38,S0***155,Kent Library 101,Room booking question,Other,Closed,0.7,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0808,09/11/2023,13:04,S0***902,Kent Library 102,IP conflict detected,Network,Closed,5.7,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0809,09/29/2023,15:58,S0***416,Kent Library 101,SSO failure,Account/Access,Closed,4.1,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0810,11/13/2023,08:05,S0***811,Academic Hall 110,Monitor no signal,Hardware,In Progress,1.7,T. Amisha,"User unavailable, follow-up scheduled."
